contigName	contigLen	totalAvgDepth	D3DNA_map_sorted.bam	D3DNA_map_sorted.bam-var
k105_91245	5590	12.1524	12.1524	13.3281
k105_36945	2362	21.528	21.528	31.5484
k105_36952	1018	11.7984	11.7984	7.09539
k105_58352	1136	18.6562	18.6562	59.9983
k105_58353	1916	8.406	8.406	5.44021
k105_145304	3076	25.8141	25.8141	80.9834
k105_145313	1731	20.4358	20.4358	89.7614
k105_47424	3400	11.4148	11.4148	14.6478
k105_69264	1494	14.4665	14.4665	25.1024
k105_69270	1233	9.80517	9.80517	6.55076
k105_134553	11504	30.1389	30.1389	39.4999
k105_4824	1324	11.4804	11.4804	18.1049
k105_101811	1423	16.5177	16.5177	70.0547
k105_4831	1135	13.9858	13.9858	16.3575
k105_156481	1406	12.7795	12.7795	12.8588
k105_123769	1490	20.4948	20.4948	25.5407
k105_156484	2546	14.0509	14.0509	17.6417
k105_123770	1755	10.2411	10.2411	11.6183
k105_123772	1371	9.78706	9.78706	31.0831
k105_91246	1365	35.7901	35.7901	46.5713
k105_25955	2034	35.5695	35.5695	591.44
k105_91249	1122	11.8189	11.8189	21.825
k105_91250	1300	10.6157	10.6157	5.47094
k105_25964	1174	14.1299	14.1299	25.1415
k105_167099	1770	13.3728	13.3728	28.2155
k105_36962	2630	16.5452	16.5452	31.342
k105_112450	1243	11.5197	11.5197	9.85608
k105_14625	184978	26.9716	26.9716	42.3488
k105_79608	7847	37.8033	37.8033	65.7333
k105_145314	2320	13.8968	13.8968	20.0272
k105_79610	1053	10.8726	10.8726	17.2288
k105_58359	2569	11.7181	11.7181	9.55244
k105_58364	1684	10.0522	10.0522	7.84857
k105_69276	1244	15.0832	15.0832	25.1449
k105_47427	2979	33.7787	33.7787	45.118
k105_69283	1405	18.1179	18.1179	48.4533
k105_101829	1071	40.5451	40.5451	105.361
k105_47434	1147	14.6349	14.6349	13.2722
k105_134555	1140	13.7202	13.7202	11.3624
k105_101833	2036	16.1676	16.1676	23.1327
k105_134559	1020	13.8931	13.8931	15.9944
k105_123778	1294	8.29633	8.29633	8.7179
k105_134560	2812	17.1717	17.1717	27.6836
k105_123779	1427	15.5865	15.5865	107.403
k105_4837	1173	9.99902	9.99902	10.3963
k105_123781	1996	10.9101	10.9101	11.4824
k105_112452	2839	9.97062	9.97062	10.3612
k105_156487	2421	25.5487	25.5487	80.8046
k105_91256	1089	6.79553	6.79553	5.01144
k105_25967	3997	24.8245	24.8245	156.665
k105_36970	1045	25.3296	25.3296	162.695
k105_167104	2904	24.9521	24.9521	51.9198
k105_14633	1861	18.9433	18.9439	11.4927
k105_167108	1351	10.3705	10.3705	7.58673
k105_14636	1611	23.9651	23.9651	79.0136
k105_167109	1474	14.1752	14.1752	19.5097
k105_4846	1870	26.1506	26.1506	35.1856
k105_145315	8994	27.6987	27.6987	55.8548
k105_145318	1058	10.685	10.685	18.5622
k105_69285	2179	19.9714	19.9714	53.9597
k105_79614	4645	19.8338	19.8338	21.9596
k105_36976	1781	12.1349	12.1349	11.6517
k105_134564	1071	11.5776	11.5776	10.0094
k105_134571	1000	10.34	10.34	9.75586
k105_156489	7058	16.3444	16.3444	18.97
k105_156490	2193	42.0675	42.0675	358.919
k105_91269	3646	18.5655	18.5655	52.7853
k105_91270	1144	10.3964	10.3964	12.1126
k105_25977	3139	40.4031	40.4031	157.922
k105_167110	1291	9.6617	9.6617	11.3329
k105_69292	2014	9.10569	9.10569	5.38818
k105_167117	2566	10.4247	10.4247	9.67544
k105_14643	1171	67.8178	67.8178	235.896
k105_4856	1239	11.7016	11.7016	10.9504
k105_14644	3103	15.064	15.064	46.0864
k105_145321	1378	13.8379	13.8379	17.9274
k105_79617	2542	36.2086	36.2086	245.208
k105_79624	1590	15.4062	15.4062	11.6854
k105_58386	1625	14.7966	14.7966	53.4454
k105_134575	2025	16.3504	16.3504	36.4176
k105_156497	1714	282.558	282.558	884.406
k105_156501	1047	9.76477	9.76477	9.96803
k105_123812	1472	19.2436	19.2436	13.7529
k105_156503	1417	17.8934	17.8942	60.7897
k105_112473	7969	23.507	23.507	42.628
k105_25983	1139	12.7432	12.7432	29.5494
k105_91274	3916	22.6498	22.6498	68.7764
k105_25984	1783	16.0233	16.0233	24.6759
k105_91277	1431	14.2646	14.2646	12.1308
k105_167121	1096	18.6184	18.6184	42.1749
k105_4866	1433	43.3087	43.3094	256.131
k105_4867	3416	25.8564	25.8564	34.458
k105_14663	1400	10.1024	10.1024	13.1007
k105_145331	2441	22.8079	22.8079	54.2165
k105_4871	1169	9.78116	9.78116	8.71923
k105_145332	1640	9.88121	9.88188	11.7268
k105_145334	1380	24.9	24.9	106.772
k105_79630	1226	13.6905	13.6905	16.8799
k105_145335	1016	28.1952	28.1952	598.624
k105_156507	1458	23.9824	23.9824	49.1249
k105_156509	1598	30.7631	30.7631	39.1346
k105_58395	1488	7.45291	7.45291	8.34067
k105_58402	1042	10.3509	10.3509	7.3571
k105_69309	4479	15.7429	15.7429	19.8984
k105_58404	1166	17.6752	17.6752	30.7673
k105_37001	2251	15.8629	15.8629	20.6775
k105_167127	1791	78.8385	78.8385	236.218
k105_37003	2100	70.0195	70.0195	155.118
k105_37007	1258	42.8312	42.8312	107.579
k105_123824	2557	12.302	12.302	14.7654
k105_112485	1895	22.6401	22.6401	65.2363
k105_112487	1153	12.4586	12.4586	17.2585
k105_112491	1252	19.5599	19.5599	15.1949
k105_25990	1355	12.0855	12.0855	13.2991
k105_91285	1303	13.1526	13.1526	35.555
k105_25992	2348	25.6256	25.6256	35.6608
k105_79631	2204	25.1704	25.1704	82.7706
k105_145338	1324	61.0886	61.0886	113.585
k105_145342	1830	21.219	21.219	24.4809
k105_14664	2241	26.033	26.033	84.8071
k105_14667	3097	20.417	20.417	49.7991
k105_156510	3123	11.2301	11.2301	9.0285
k105_156511	1005	10.6187	10.6187	10.9082
k105_156517	1014	16.8958	16.897	87.0702
k105_58410	1915	24.4317	24.4317	134.694
k105_58411	1156	9.27932	9.27932	4.03434
k105_69316	4008	25.3849	25.3849	71.5698
k105_37016	1202	14.0029	14.0029	30.3245
k105_37017	1007	30.0467	30.0467	38.3997
k105_123833	1348	14.1227	14.1227	21.5279
k105_123836	1725	61.0362	61.0362	74.298
k105_112492	1252	17.0245	17.0245	13.3555
k105_112493	1232	16.0656	16.0656	22.5646
k105_134582	13182	242.476	242.476	968.342
k105_91300	1356	26.8765	26.8765	49.0943
k105_26004	2570	13.5533	13.5533	24.6623
k105_91302	1175	9.04098	9.04098	5.51198
k105_79642	1003	62.7468	62.7468	1561.14
k105_79643	1425	13.7286	13.7286	48.9373
k105_79644	1310	261.731	261.731	11054.6
k105_79645	2572	12.8117	12.8117	19.2772
k105_14674	3588	12.6481	12.6481	9.75969
k105_156518	2745	12.7985	12.7985	24.8632
k105_156521	1874	11.3811	11.3811	9.28067
k105_156522	1951	13.6596	13.6596	25.2946
k105_37025	4119	12.8992	12.8992	14.9435
k105_167162	2113	50.4646	50.4646	233.659
k105_58416	3794	15.9739	15.9739	16.6276
k105_123838	1017	7.65513	7.65513	6.36244
k105_47442	21807	27.8338	27.8338	54.7717
k105_91310	1183	21.2246	21.2246	155.265
k105_134589	4450	18.5181	18.5181	33.2532
k105_134591	1689	12.9454	12.9454	7.0399
k105_134592	1193	15.2311	15.2311	72.5752
k105_69325	2873	31.6669	31.6669	110.148
k105_79646	1189	10.5082	10.5082	6.57387
k105_14679	1698	11.4929	11.4929	15.2223
k105_14681	1564	24.2171	24.2171	143.958
k105_14683	1291	24.8133	24.8133	63.9362
k105_156526	1032	14.127	14.127	45.0711
k105_167164	3731	21.556	21.556	41.1332
k105_167165	1084	13.6456	13.6456	31.2944
k105_58421	1438	28.3804	28.3804	17.3408
k105_37033	1328	26.118	26.118	131.769
k105_37038	1176	8.14425	8.14425	6.29137
k105_47455	1759	10.6035	10.6035	11.8664
k105_112507	3762	17.8405	17.8405	23.0629
k105_47457	1105	29.1654	29.1654	48.4465
k105_112509	3252	25.6199	25.6199	56.1027
k105_112511	1439	26.121	26.121	124.167
k105_134593	1030	25.4125	25.4125	106.179
k105_91314	5814	29.2943	29.2943	56.9865
k105_134594	2903	23.1951	23.1951	100.73
k105_69339	1350	14.2583	14.2583	35.6212
k105_69345	1138	21.6508	21.6508	50.1727
k105_79660	1070	45.3696	45.3696	560.138
k105_79661	2733	126.705	126.705	18702.9
k105_79662	2391	10.3606	10.3606	7.68603
k105_14684	2550	14.0296	14.0296	14.6139
k105_4873	24526	100.281	100.281	193.814
k105_123841	11467	27.3693	27.3693	71.8027
k105_156544	1140	9.04242	9.04242	4.76058
k105_156546	1196	10.3958	10.3958	6.17239
k105_156547	1154	12.0777	12.0777	15.0847
k105_167166	1866	12.8421	12.8421	9.97794
k105_167168	3260	43.7662	43.7662	77.9525
k105_167169	1759	9.90864	9.90864	8.81063
k105_58433	1354	9.19601	9.19601	5.45614
k105_37044	1057	18.6119	18.6119	58.6638
k105_37047	1031	11.3882	11.3882	13.9309
k105_112513	2025	13.4453	13.4453	11.2994
k105_47460	8546	13.4262	13.4262	16.5489
k105_26018	11419	29.1194	29.1194	69.3374
k105_91341	1157	8.71996	8.71996	5.55972
k105_69346	2334	39.978	39.978	125.013
k105_79664	2014	12.4946	12.4946	18.2769
k105_69350	1981	91.858	91.858	244.299
k105_134606	1061	10.0615	10.0615	15.3369
k105_134608	1444	11.9699	11.9699	10.6944
k105_134614	1099	13.098	13.098	27.1835
k105_14696	1194	11.9502	11.9502	11.1615
k105_14698	2417	13.8077	13.8077	15.0204
k105_123849	1859	13.2294	13.2294	26.5797
k105_156552	1412	18.6767	18.6767	77.0738
k105_123851	2004	28.3727	28.3727	165.594
k105_123855	1317	12.425	12.425	11.6442
k105_101834	44863	28.5416	28.5416	41.7884
k105_58451	1387	8.39774	8.39774	6.45653
k105_101842	1099	20.3477	20.3477	61.7757
k105_58456	1075	9.76865	9.76865	24.7127
k105_58457	1143	27.4139	27.4139	59.8497
k105_167170	1271	14.0401	14.0401	56.1065
k105_37052	5806	15.2355	15.2355	10.6052
k105_112523	1181	354.758	354.758	1871.87
k105_112525	4026	242.808	242.808	502.51
k105_91347	1314	15.0739	15.0739	42.2129
k105_26032	1629	10.1582	10.1589	9.70613
k105_91348	2797	17.955	17.955	27.4684
k105_26033	1815	23.4727	23.4727	110.555
k105_79665	5288	16.3527	16.3527	19.5968
k105_69360	2286	142.686	142.686	20079.6
k105_69363	1444	42.6121	42.6121	192.068
k105_134617	1230	24.4222	24.4231	27.0524
k105_145347	28281	24.2264	24.2264	39.5955
k105_4877	9697	25.9937	25.9937	62.4839
k105_58458	1731	33.709	33.709	117.061
k105_14700	6055	16.3036	16.3036	22.2084
k105_123856	3404	12.0673	12.0673	10.5342
k105_156566	1026	10.5628	10.5628	9.51262
k105_123858	1131	11.4088	11.4088	7.76645
k105_123859	1473	35.3741	35.3741	49.7639
k105_156568	3020	13.4735	13.4735	14.1475
k105_101850	1697	18.3516	18.3516	50.7546
k105_167182	3296	24.9552	24.9552	49.7943
k105_167185	1392	15.9775	15.9775	15.782
k105_37053	7736	16.2516	16.2516	20.8346
k105_134628	1011	10.0372	10.0372	14.8498
k105_112533	1167	9.14749	9.14749	16.0018
k105_91350	3778	18.9926	18.9926	46.3174
k105_91352	1115	10.4674	10.4674	17.855
k105_26041	1753	10.4267	10.4267	9.73043
k105_91355	1361	10.9694	10.9694	26.4346
k105_69369	1607	36.1112	36.1112	200.871
k105_79682	1475	15.8483	15.8483	39.9266
k105_79683	1369	16.155	16.155	36.2706
k105_69388	1248	18.316	18.316	68.3842
k105_69392	1201	10.5519	10.5519	4.19231
k105_79689	1685	16.3042	16.3042	29.3996
k105_69395	1087	9.3159	9.3159	8.25265
k105_79692	1081	56.9817	56.9817	234.181
k105_79693	1547	36.6643	36.6643	242.281
k105_167189	1012	43.2413	43.2413	208.999
k105_69402	2046	11.9262	11.9262	11.6748
k105_167191	1195	22.2986	22.2986	19.7384
k105_69407	1092	14.0679	14.0679	47.4896
k105_69412	1353	19.9335	19.9343	44.9216
k105_167200	1365	11.7984	11.7984	12.7016
k105_167201	1408	9.43323	9.43323	8.40163
k105_58466	3612	28.7132	28.7132	58.4179
k105_58468	1183	15.0513	15.0513	16.1185
k105_69430	1008	14.4674	14.4674	27.9483
k105_58469	4632	17.2421	17.2421	44.8298
k105_156570	1514	8.60704	8.60704	5.23653
k105_69431	1871	21.0424	21.0424	33.9824
k105_47466	13338	32.4502	32.4503	74.7822
k105_145352	7441	38.9161	38.9161	51.1743
k105_145358	1507	8.79072	8.79072	14.1214
k105_47476	1762	25.812	25.812	98.6403
k105_145362	1258	14.2013	14.2022	15.054
k105_156571	4340	211.09	211.09	614.779
k105_145369	1323	11.6428	11.6428	15.8612
k105_145371	1741	10.9082	10.9082	17.2857
k105_156577	1629	13.3732	13.3732	31.3665
k105_156579	1038	8.73311	8.73423	5.11756
k105_4895	1224	12.2626	12.2626	7.20031
k105_4898	1009	10.787	10.787	8.37533
k105_26044	2244	20.7163	20.7163	97.3428
k105_14701	1042	11.4406	11.4406	15.6451
k105_4902	1274	63.4537	63.4537	330.098
k105_14708	2054	23.072	23.072	108.453
k105_14710	1172	128.554	128.554	1622.27
k105_123864	2566	10.1635	10.1635	7.94717
k105_123866	1122	180.071	180.071	6751.27
k105_134633	15750	71.1515	71.1515	219.716
k105_79695	1422	220.892	220.892	1085
k105_101866	1643	15.3798	15.3798	23.2331
k105_37056	1267	13.3321	13.3321	15.2543
k105_79706	2064	12.7288	12.7288	9.69907
k105_47477	5184	19.8504	19.8504	41.1203
k105_47478	1960	12.4635	12.4635	9.51912
k105_37058	5994	14.75	14.75	20.4521
k105_112535	5714	51.3737	51.3737	553.12
k105_47482	1125	11.1262	11.1262	9.07956
k105_112540	1862	7.61332	7.61332	4.32849
k105_156587	1099	21.1465	21.1465	84.7538
k105_91358	1690	16.7429	16.7429	33.4518
k105_156592	1005	8.9731	8.9731	14.244
k105_91361	3006	28.9118	28.9118	127.486
k105_123869	1307	31.3051	31.3051	31.2451
k105_4906	1771	17.1345	17.1345	25.572
k105_101870	2416	29.2061	29.2061	62.4322
k105_101871	1004	14.0281	14.0281	25.9453
k105_134636	1179	12.689	12.689	13.8292
k105_101875	2141	11.3948	11.3948	11.1879
k105_112544	1815	320.812	320.812	2585.23
k105_4911	1087	7.27748	7.27748	3.91865
k105_112547	2329	52.7398	52.7398	65.5939
k105_4919	1003	10.6589	10.6589	12.0138
k105_4921	1100	10.3274	10.3274	8.93909
k105_37060	1400	8.5576	8.5576	3.79694
k105_79707	1305	12.5221	12.5221	21.6432
k105_79723	1102	18.854	18.854	34.5222
k105_156597	1180	27.1748	27.1748	416.817
k105_91370	3348	22.4234	22.4234	48.7179
k105_156599	1364	11.7109	11.7109	15.815
k105_14713	2081	27.9544	27.9544	74.5846
k105_14717	1221	9.48086	9.48086	8.78258
k105_156607	1108	9.4071	9.4071	7.53522
k105_14720	1501	11.4819	11.4819	34.6899
k105_47486	1786	39.5361	39.5361	98.4665
k105_47488	1661	13.4083	13.4083	11.1027
k105_123884	1138	17.1144	17.1144	13.921
k105_47495	1958	11.4082	11.4082	17.0448
k105_101876	1901	8.54026	8.54083	6.01533
k105_101877	1150	10.713	10.713	14.1628
k105_167227	1240	10.1899	10.1899	15.3625
k105_101882	2030	27.5979	27.5979	147.45
k105_101884	1366	11.3158	11.3158	20.4664
k105_112557	1055	20.7624	20.7624	38.0619
k105_167234	4063	15.4764	15.4764	19.9774
k105_134653	2056	16.4071	16.4071	36.1805
k105_37065	5553	18.191	18.191	48.2225
k105_37066	1398	50.8405	50.8405	522.77
k105_134659	1093	295.178	295.178	700.99
k105_4925	1710	35.8987	35.8987	59.5486
k105_4926	1080	13.1602	13.1602	8.00553
k105_91371	1111	16.8189	16.8189	41.4005
k105_91381	2077	43.4011	43.4011	198.41
k105_79727	1011	9.49361	9.49361	7.1177
k105_14724	2820	14.9869	14.9869	46.4993
k105_14727	1759	12.9901	12.9901	15.2748
k105_79737	2616	11.3658	11.3658	12.8277
k105_123893	1721	11.4036	11.4036	22.9555
k105_156608	1418	13.8218	13.8218	22.748
k105_156609	2545	11.5653	11.5658	19.5015
k105_145383	2924	12.2278	12.2278	13.6538
k105_47506	1099	11.3688	11.3688	22.6867
k105_145385	2115	9.486	9.486	4.97296
k105_145388	1553	25.578	25.578	86.1928
k105_167237	1335	13.7046	13.7046	18.0022
k105_145389	1301	20.7619	20.7619	62.7659
k105_167242	1400	19.8736	19.8744	47.0291
k105_167243	1043	9.97872	9.97872	5.81457
k105_101887	3904	17.6401	17.6401	37.2988
k105_134669	1034	16.0034	16.0034	39.3466
k105_37084	1020	22.9149	22.9149	77.627
k105_37085	1308	8.12349	8.12349	8.27087
k105_69436	3170	18.2745	18.2748	22.4463
k105_69439	1635	20.5434	20.5434	41.3157
k105_91385	1226	33.711	33.711	38.4306
k105_91395	2041	11.3236	11.3236	5.6264
k105_156613	5968	21.9847	21.9847	32.3033
k105_14729	1022	26.0057	26.0057	29.5189
k105_156615	1372	8.77087	8.77087	8.28819
k105_14738	1067	9.61505	9.61505	7.11038
k105_47510	3384	25.227	25.227	58.1018
k105_58475	1401	10.1535	10.1535	11.5252
k105_58476	1152	12.7036	12.7036	38.4264
k105_47518	1135	18.6173	18.6173	88.2632
k105_123897	3591	17.381	17.381	24.8928
k105_167256	1655	16.9249	16.9249	26.866
k105_167260	1111	9.29136	9.29136	8.97544
k105_167261	1115	12.7544	12.7544	13.7934
k105_26061	2352	20.2371	20.2371	59.9083
k105_134676	3290	13.9118	13.9118	17.7147
k105_26062	1587	12.0167	12.0167	11.2031
k105_134679	1410	23.9683	23.9683	72.2596
k105_134684	1024	29.0892	29.0892	99.1374
k105_4940	8680	24.4039	24.4039	44.6357
k105_145399	1023	7.37228	7.37228	2.33946
k105_4942	1133	9.4822	9.4822	10.3253
k105_101892	1400	9.02	9.02	9.06038
k105_101896	1445	9.98456	9.98456	7.89313
k105_79743	10243	24.0818	24.0818	35.3987
k105_79744	2680	14.3407	14.3407	13.2243
k105_37090	2207	157.437	157.437	7738.42
k105_47523	5698	17.9203	17.9203	27.6247
k105_69444	1254	15.7899	15.7899	26.1988
k105_69449	1103	14.6978	14.6978	20.4107
k105_167263	2612	13.0825	13.0829	37.1936
k105_167265	1524	23.2576	23.2576	100.931
k105_91401	1061	10.1284	10.1284	10.8681
k105_91402	1237	16.5796	16.5796	27.533
k105_167272	1258	11.1886	11.1886	3.00413
k105_14742	1721	9.77276	9.77276	10.633
k105_156636	2026	10.3987	10.3987	15.3269
k105_14745	1046	16.2489	16.2489	12.453
k105_58480	1657	12.7989	12.7989	16.166
k105_134690	2182	11.3573	11.3573	16.7978
k105_58482	1838	11.2855	11.2855	14.0891
k105_134693	1290	21.2254	21.2254	108.004
k105_58485	1547	9.55047	9.55047	8.15596
k105_134694	1215	33.3624	33.3624	220.929
k105_123903	4414	12.0338	12.034	20.0081
k105_123906	1007	8.76079	8.76196	6.3498
k105_123909	1654	33.7779	33.7779	51.811
k105_26063	1752	32.1767	32.1767	54.0469
k105_4966	1832	11.3282	11.3282	13.5555
k105_26065	3101	13.3209	13.3209	13.6397
k105_79757	1604	14.9092	14.9092	15.2251
k105_145406	1146	13.49	13.49	17.42
k105_145408	1410	14.2452	14.2452	12.2298
k105_47547	1133	18.5422	18.5422	147.045
k105_101898	3683	25.7252	25.7252	32.1987
k105_156645	3841	31.7464	31.7464	64.2654
k105_101902	2837	16.3569	16.3573	35.3814
k105_156650	2338	18.3976	18.3976	73.3196
k105_37093	2648	71.3591	71.3591	511.063
k105_37096	1605	10.6935	10.6942	13.8287
k105_91408	1160	9.03465	9.03465	5.53594
k105_167286	1421	16.9072	16.9072	36.226
k105_134698	2691	48.73	48.73	1152.38
k105_69451	1615	18.114	18.114	28.3839
k105_134710	1838	22.4088	22.4088	11.9419
k105_69458	1080	16.8075	16.8086	23.944
k105_4980	2799	13.9415	13.9415	25.3204
k105_4988	1118	11.5341	11.5341	7.02884
k105_14765	2300	178.441	178.441	2150.28
k105_58491	1397	12.4547	12.4547	7.15986
k105_123910	1486	36.9394	36.9394	281.302
k105_123911	1553	13.1761	13.1761	16.3548
k105_47550	1236	9.66022	9.66022	8.78672
k105_123917	1072	13.7072	13.7072	30.4549
k105_26066	3486	16.9997	16.9997	32.4566
k105_47559	1100	11.4737	11.4737	10.1969
k105_26069	1357	9.82684	9.82684	7.40365
k105_26073	1142	9.58871	9.58871	22.868
k105_156653	3555	21.9665	21.9665	42.2605
k105_167291	1121	10.9454	10.9454	15.0434
k105_145426	1378	50.8086	50.8086	970.151
k105_101903	1405	9.53785	9.53785	7.24398
k105_167300	1042	26.1244	26.1244	154.881
k105_101906	1380	8.14472	8.14472	7.74634
k105_134711	1173	15.1398	15.1398	62.776
k105_134727	1027	12.2759	12.2759	27.111
k105_37097	4104	23.1239	23.1239	77.9599
k105_4993	1263	12.7026	12.7026	21.2434
k105_37104	2628	11.4677	11.4677	19.1905
k105_4995	2895	28.1701	28.1701	171.841
k105_69471	1421	12.5004	12.5004	11.9573
k105_4997	2339	39.1087	39.1092	219.721
k105_69473	1213	14.4835	14.4835	22.5984
k105_91412	5477	14.6991	14.6991	19.9866
k105_47572	1057	12.2679	12.2679	10.9999
k105_14769	1994	293.647	293.647	10792.8
k105_14771	2252	14.6384	14.6384	30.8859
k105_156665	1386	328.865	328.865	958.649
k105_123921	3488	11.1971	11.1971	14.4778
k105_123922	2055	14.4892	14.4892	16.3553
k105_167309	6064	22.7827	22.7827	59.5844
k105_134732	3003	22.836	22.836	40.8152
k105_134740	1562	11.0559	11.0567	12.5241
k105_5004	1449	7.05235	7.05235	7.23763
k105_145432	1977	30.3618	30.3618	79.6057
k105_5010	1013	8.19583	8.19583	8.27368
k105_101922	1763	17.359	17.359	80.6719
k105_37108	1246	22.1688	22.1688	66.946
k105_47580	1285	11.5612	11.5612	16.2377
k105_37114	2572	29.768	29.768	103.812
k105_47583	1120	25.6938	25.6938	62.7885
k105_47590	1444	17.1561	17.1561	112.091
k105_91421	3191	61.6695	61.6695	199.9
k105_156685	1999	24.4402	24.4402	30.9478
k105_91425	1603	20.2237	20.2237	34.2825
k105_156688	1188	11.4711	11.4711	15.2311
k105_167310	3247	20.3771	20.3771	126.696
k105_91432	1568	13.8886	13.8886	19.7251
k105_14774	1638	22.0148	22.0148	16.8283
k105_134743	3338	478.072	478.072	87319.1
k105_14778	2824	22.2177	22.2177	61.8817
k105_58510	2423	52.4659	52.4659	122.555
k105_58515	1576	16.6087	16.6087	98.1627
k105_58520	1273	12.3767	12.3767	31.1085
k105_167324	2156	14.4492	14.4492	19.5244
k105_123938	2047	34.6848	34.6848	100.747
k105_26088	4850	42.8951	42.8951	97.6398
k105_101929	1448	13.5601	13.5601	11.9242
k105_79758	33631	23.9944	23.9944	36.4172
k105_101936	2045	11.2179	11.2179	11.3215
k105_47591	4006	39.9396	39.9396	86.6841
k105_47597	1121	17.2327	17.2327	34.2777
k105_47601	1116	11.0176	11.0176	4.53545
k105_145436	1532	53.4703	53.4703	557.101
k105_145442	1012	12.355	12.355	20.5498
k105_145446	1268	18.3703	18.3703	24.135
k105_156697	3737	21.9021	21.9021	62.8543
k105_37117	1765	12.6786	12.6786	18.8751
k105_134753	1697	9.69102	9.69166	6.33369
k105_37123	1868	21.9366	21.9366	27.3151
k105_134758	1070	10.5924	10.5924	17.6998
k105_91433	5047	21.2046	21.2046	52.03
k105_69489	3054	48.241	48.241	410.69
k105_167325	4995	150.256	150.256	15051
k105_14780	1874	13.6781	13.6781	31.7901
k105_14783	2173	22.8611	22.8611	21.9991
k105_79767	2756	12.7191	12.7191	16.1131
k105_58527	1188	10.4952	10.4952	5.7044
k105_123944	1831	27.8203	27.8203	16.1438
k105_47604	1537	13.5032	13.5032	32.8085
k105_123946	1061	47.7245	47.7245	50.8724
k105_26090	2834	10.0466	10.0466	8.14425
k105_156700	1350	9.92667	9.92667	8.02634
k105_26096	1550	25.3121	25.3121	84.6337
k105_145447	2868	14.3837	14.3837	28.6718
k105_156711	1165	24.8768	24.8768	92.3924
k105_145454	1305	159.254	159.254	1602.53
k105_134765	1615	20.7734	20.7734	58.2488
k105_101938	2220	21.8261	21.8261	40.2648
k105_134767	1384	11.2488	11.2488	31.4392
k105_112566	39784	100.812	100.812	213.898
k105_112574	1015	13.0751	13.0751	37.1578
k105_112577	1057	12.1786	12.1786	11.2131
k105_37131	1206	23.6742	23.6742	61.7005
k105_37132	1371	9.6208	9.6208	11.4766
k105_5016	21274	28.7304	28.7304	51.5016
k105_5020	2019	16.6891	16.6891	24.9382
k105_91445	3079	12.1253	12.1253	12.5249
k105_79786	2021	10.8675	10.8675	12.577
k105_14792	1761	8.49845	8.49845	9.56693
k105_14793	2698	48.1915	48.1919	93.4414
k105_58533	1269	21.0733	21.0733	62.6168
k105_69507	1485	11.8712	11.8712	18.3372
k105_156714	1478	43.4187	43.4187	51.9436
k105_123947	3472	28.6328	28.6328	62.4413
k105_156718	1202	17.0076	17.0076	60.1123
k105_123950	1321	16.3467	16.3467	35.5071
k105_156722	1658	14.4615	14.4615	14.3668
k105_134773	4675	22.522	22.522	41.3982
k105_26104	2435	13.126	13.126	25.9281
k105_26107	1353	143.577	143.577	124.86
k105_69517	1095	8.71111	8.71111	4.04251
k105_112579	1587	11.5066	11.5066	15.661
k105_69519	3311	13.7232	13.7232	17.4313
k105_167350	1344	10.3208	10.3208	12.4913
k105_145456	1208	15.0681	15.0681	70.8372
k105_145458	1032	8.69501	8.69501	10.8501
k105_167355	1664	16.144	16.144	49.777
k105_145469	1199	15.1544	15.1544	41.9362
k105_5023	2709	33.347	33.347	126.629
k105_101946	3470	12.3114	12.3114	16.9052
k105_5028	1110	7.95937	7.95937	3.63235
k105_37137	1218	7.55899	7.55899	9.29641
k105_79787	6792	22.759	22.759	55.3693
k105_47626	2963	57.7312	57.7312	396.701
k105_91451	1173	52.0821	52.0821	127.456
k105_14796	1335	16.3316	16.3316	62.5819
k105_156727	2746	12.3243	12.3247	21.6869
k105_58538	2859	27.5024	27.5024	32.7959
k105_134785	1322	11.0555	11.0555	13.8458
k105_58539	1614	22.7985	22.7985	67.9246
k105_134789	1032	9.45465	9.45465	7.97808
k105_58546	2051	29.9027	29.9027	82.2522
k105_101950	1251	9.96458	9.96458	7.73421
k105_101952	1187	14.3057	14.3057	13.2665
k105_69526	1319	13.4654	13.4654	10.6292
k105_123966	1388	245.493	245.493	2405.85
k105_167369	2048	14.6907	14.6907	21.0455
k105_37151	1765	11.5517	11.5517	15.4358
k105_167379	1098	150.214	150.214	2792.61
k105_167388	1183	23.5198	23.5198	38.5561
k105_91454	4661	17.9738	17.9738	42.2868
k105_26109	1329	86.4037	86.4037	198.727
k105_26113	2899	18.3871	18.3871	29.8085
k105_26115	1316	9.90051	9.90051	9.14033
k105_14813	5227	35.6689	35.6691	119.289
k105_58548	4298	20.9699	20.9699	61.0784
k105_5045	4014	12.6193	12.6193	11.6627
k105_47639	1081	13.71	13.71	16.2685
k105_47641	1927	43.9623	43.9623	71.2762
k105_145473	4024	30.2424	30.2424	90.1731
k105_101962	2961	27.5244	27.5244	52.0473
k105_156733	2875	13.3321	13.3321	16.2126
k105_156736	1163	14.4294	14.4294	8.94688
k105_123967	1217	22.1753	22.1753	42.1315
k105_123974	1645	10.9331	10.9331	10.3263
k105_112581	10393	34.3768	34.3768	125.011
k105_112583	1901	44.321	44.321	286.267
k105_112585	2073	8.4987	8.4987	3.58103
k105_37166	2311	26.925	26.925	49.1241
k105_37170	1764	18.9523	18.9529	20.7516
k105_69530	4435	11.8366	11.8366	14.217
k105_91462	7098	29.903	29.903	119.766
